NQUEST,TIPOI,QUEST,NQUESTP,STUPCF,STUMCF,STUPCO,STUMCO,CITPCF,CITMCF,CITPCO,CITMCO,VITGEN,NGEN,FIGLI,NFIGLI,PARNOIT,ANCONV,CONTINT,NCOMP
939190,1,1,,3,2,3,3,1,1,1,1,1,4,2,,,2006,3,3
939194,2,1,,5,4,5,5,1,1,1,1,1,4,2,,,2012,2,3
939210,1,1,,2,2,2,1,1,1,1,1,2,,1,2,,1961,2,2
939215,1,1,,2,2,,,1,1,,,2,,1,2,,,2,1
939222,1,1,,2,2,3,3,1,1,1,1,2,,1,2,,1979,2,2
939235,1,1,,3,3,5,2,1,1,1,1,2,,1,2,,1968,2,2
939240,1,1,,2,2,2,2,1,1,2,2,2,,1,3,,1990,1,2
939260,1,1,,4,3,3,4,1,1,1,1,1,4,2,,,2003,4,4
939261,1,1,,2,2,4,4,1,1,1,1,1,2,2,,,2001,2,4
939263,1,1,,3,2,3,2,1,1,1,1,1,1,2,,,2004,2,3
939264,1,1,,1,1,,,1,1,,,2,,1,3,,,1,1
939266,1,1,,3,5,2,2,1,1,1,1,1,3,2,,,2004,2,5
939271,2,1,,5,4,4,4,1,1,1,1,1,1,2,,,1999,3,5
939272,2,1,,4,4,4,4,1,1,1,1,1,4,2,,,2009,4,4
939278,1,1,,2,2,,,1,1,,,2,,1,2,,,1,2
939282,1,1,,3,3,3,3,1,1,1,1,1,2,2,,,2003,3,4
939293,1,1,,5,5,,,1,1,,,2,,2,,2,,1,1
939294,1,1,,2,2,,,1,1,,,2,,1,3,,,2,1
939300,1,1,,3,3,,,1,1,,,2,,1,2,,,2,1
939302,1,1,,5,5,4,4,1,1,1,1,1,4,2,,,2017,3,3
939305,1,1,,3,4,3,3,1,1,1,1,2,,2,,,2012,2,2
939308,2,1,,5,4,,,1,1,,,2,,1,2,2,,3,1
939311,1,1,,1,1,,,1,1,,,2,,1,2,,,1,1
939312,2,1,,5,5,7,7,1,1,1,1,1,3,2,,,1996,3,3
939315,1,1,,3,2,,,1,1,,,2,,1,3,,,2,1
939320,2,1,,4,3,2,2,1,1,1,1,1,2,2,,,2007,5,4
939322,2,1,,4,4,3,3,1,1,1,1,1,3,2,,,2006,2,2
939326,2,1,,2,2,,,1,1,,,2,,2,,,,3,3
939334,1,1,,2,2,,,1,1,,,2,,1,2,,,2,1
939335,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1964,4,2
939336,1,1,,1,1,1,1,1,1,1,1,2,,1,3,,1967,3,2
939343,1,1,,3,3,7,2,1,1,1,1,2,,1,2,,1966,5,2
939346,1,1,,5,4,,,1,1,,,1,1,2,,2,,1,1
939347,1,1,,3,3,3,3,1,1,1,1,1,3,2,,,2002,4,4
939348,1,1,,3,2,,,1,1,,,2,,1,2,2,,2,1
939354,1,1,,2,2,2,2,1,1,1,1,1,2,1,2,,1986,3,2
939356,1,1,,3,2,4,2,1,1,1,1,2,,1,2,,1979,3,2
939358,1,1,,2,2,,,1,1,,,2,,1,1,,,5,2
939363,1,1,,2,7,,,1,1,,,2,,2,,,,4,1
939376,1,1,,5,5,3,3,1,1,1,1,1,2,1,2,,2008,3,4
939384,1,1,,4,3,,,1,1,,,1,1,1,1,2,,2,2
939390,1,1,,2,2,,,2,2,,,1,1,2,,1,,2,3
939392,1,1,,4,7,3,7,1,1,1,1,2,,1,1,,1968,1,3
939393,1,1,,4,5,5,4,1,1,1,1,1,2,1,1,,1990,6,2
939409,1,1,,1,1,1,1,1,1,1,1,2,,1,2,,1967,3,2
939412,2,1,,4,4,2,1,1,1,1,1,2,,1,2,,1976,4,2
939424,2,1,,4,3,5,5,1,1,1,1,1,4,2,,,2016,4,4
939479,2,1,,3,3,4,4,2,2,1,1,2,,1,1,,2004,3,3
939522,1,1,,3,2,7,7,1,1,1,1,2,,2,,,1989,1,3
939523,2,1,,5,4,,,1,1,,,1,1,2,,2,,2,3
939527,2,1,,4,4,4,4,1,1,2,2,2,,1,2,,2002,2,2
939528,2,1,,4,5,,,1,1,,,2,,1,1,,,3,2
939529,2,1,,5,4,4,4,3,3,1,1,2,,2,,,1999,3,4
939606,1,1,,3,3,,,1,1,,,2,,2,,2,,2,1
939624,2,1,,1,1,2,2,1,1,1,1,2,,2,,,1971,4,2
939626,1,1,,1,1,,,1,1,,,2,,1,1,,,1,2
939640,2,1,,3,4,4,2,1,1,1,1,2,,2,,,1970,2,2
939656,2,1,,2,2,,,1,1,,,2,,1,1,2,,2,2
939671,2,1,,3,3,,,1,1,,,2,,1,2,,,2,2
939677,1,1,,4,2,3,3,1,1,1,1,2,,1,1,,1985,2,3
939686,2,1,,5,3,,,1,1,,,2,,2,,2,,2,1
939691,2,1,,5,4,4,4,1,1,1,1,2,,2,,,1978,3,4
939692,2,1,,4,4,4,4,1,1,1,1,2,,1,1,,1978,2,2
939706,2,1,,5,5,5,4,1,1,1,1,2,,1,3,,1978,2,2
939710,2,1,,5,5,5,5,1,1,1,1,2,,1,1,,2013,3,2
939718,1,1,,5,4,5,4,1,1,1,1,1,1,1,2,,1982,2,2
939732,2,1,,4,2,,,1,1,,,1,1,2,,2,,2,3
939740,2,1,,4,4,4,4,1,1,1,1,2,,2,,,1986,2,2
939743,1,1,,2,2,,,1,1,,,2,,1,1,2,,3,1
939761,2,1,,3,2,2,2,1,1,1,1,2,,1,2,,1968,2,2
939762,1,1,,5,5,,,1,1,,,2,,2,,2,,2,1
939764,2,1,,2,2,,,1,1,,,2,,2,,2,,2,2
939779,2,1,,5,3,4,3,1,1,1,1,2,,1,3,,1976,2,2
939780,1,1,,4,4,4,4,1,1,1,1,2,,2,,,2001,4,2
939802,2,1,,2,2,,,1,1,,,2,,1,2,,,2,1
939805,2,1,,1,1,1,1,1,1,1,1,2,,1,1,,1977,2,3
939808,2,1,,3,3,,,1,1,,,1,1,1,1,2,,5,1
939812,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1971,3,2
939817,2,1,,3,3,3,3,1,1,1,1,2,,1,3,,1972,2,2
939868,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1985,2,2
939895,2,1,,2,2,5,4,1,1,1,1,2,,1,2,,1966,3,2
939909,1,1,,5,5,5,4,1,1,1,1,2,,2,,,1971,2,2
939911,1,1,,4,3,,,1,1,,,1,2,2,,2,,1,2
939925,2,1,,2,2,2,2,1,1,1,1,2,,1,4,,1974,2,2
939928,2,1,,1,1,1,1,1,1,1,1,2,,1,2,,1968,2,2
939962,2,1,,5,3,,,1,1,,,1,2,1,1,,,2,2
939963,2,1,,5,4,5,4,1,1,1,1,1,2,1,1,,1985,5,2
939966,2,1,,3,3,2,2,1,1,1,1,2,,1,3,,1967,2,2
939985,2,1,,3,3,,,1,1,,,2,,2,,2,,2,1
940011,1,1,,5,4,5,4,1,1,1,1,2,,1,2,,1976,1,2
940014,2,1,,1,1,2,2,1,1,1,1,2,,1,3,,1969,2,2
940025,1,1,,4,3,4,3,1,1,1,1,2,,1,3,,1964,3,2
940031,2,1,,5,5,5,5,1,1,1,1,1,4,2,,,2016,2,2
940038,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,2017,2,4
940047,1,1,,2,2,2,1,1,1,1,1,2,,1,2,,1986,2,4
940049,2,1,,4,4,2,2,1,1,1,1,2,,1,2,,1984,2,2
940050,2,1,,5,4,5,3,1,1,1,1,2,,1,1,,1984,2,2
940055,2,1,,4,3,4,3,1,1,1,1,1,1,1,2,,2015,2,2
940065,2,1,,3,3,5,5,1,1,1,1,2,,2,,,1984,3,4
940094,1,1,,3,3,,,1,1,,,2,,2,,2,,1,1
940120,1,1,,2,2,,,1,1,,,2,,1,2,,,2,2
940145,1,1,,3,3,5,4,1,1,1,1,2,,2,,,2019,5,2
940186,2,1,,4,4,,,2,2,,,1,1,1,1,,,2,1
940191,1,1,,2,1,6,4,2,2,1,1,2,,1,1,,1980,3,2
940213,1,1,,5,3,3,3,1,1,1,1,1,2,2,,,1987,3,4
940241,2,1,,3,2,,,1,1,,,2,,2,,2,,2,1
940246,1,1,,4,4,4,3,1,1,1,1,1,4,1,2,,1965,1,2
940249,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1959,2,2
940259,1,1,,5,5,,,1,1,,,2,,2,,2,,1,1
940270,2,1,,4,4,4,4,1,1,1,1,2,,2,,,1988,3,3
940274,2,1,,5,3,3,3,2,2,2,2,2,,2,,,1980,2,2
940290,2,1,,2,2,,,1,1,,,2,,2,,2,,2,1
940296,1,1,,3,3,,,1,1,,,2,,1,2,,,2,1
940306,2,1,,1,1,1,1,1,1,1,1,2,,1,1,,1976,2,2
940308,2,1,,4,4,4,4,1,1,1,1,1,2,2,,,2011,2,4
940354,2,1,,5,4,,,1,1,,,2,,2,,2,,2,3
940359,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,1996,2,5
940400,2,1,,5,5,,,1,1,,,1,2,2,,2,,4,2
940433,2,1,,4,2,,,1,1,,,2,,1,2,2,,4,1
940456,1,1,,4,2,,,1,1,,,2,,2,,2,,1,1
940484,1,1,,5,2,5,2,1,1,2,2,1,4,1,1,,1965,1,2
940489,2,1,,2,2,4,2,1,1,1,1,1,1,2,,,1986,5,2
940504,2,1,,5,5,4,4,1,1,1,1,1,1,1,2,,1987,6,2
940513,2,1,,4,4,2,3,1,1,1,1,1,4,2,,,2019,4,2
940519,1,1,,3,3,2,2,1,1,1,1,1,3,1,1,,1987,3,2
940549,2,1,,3,3,3,3,2,2,2,2,1,1,1,2,,1990,3,2
940554,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1983,1,4
940559,1,1,,5,5,5,5,1,1,1,1,2,,2,,,1986,3,4
940565,1,1,,4,3,4,4,1,1,1,1,1,3,2,,,1990,2,5
940586,2,1,,5,3,4,3,1,1,1,1,2,,1,2,,1984,2,2
940589,2,1,,5,4,,,1,1,,,2,,1,3,2,,2,1
940598,1,1,,4,4,4,2,1,1,1,1,2,,1,2,,1974,1,2
940605,2,1,,5,5,4,4,1,1,1,1,2,,1,2,,1986,2,2
940614,1,1,,5,4,5,5,1,1,1,1,2,,1,1,,1993,6,3
940618,2,1,,3,3,7,7,1,1,1,1,2,,2,,,2002,2,3
940637,2,1,,5,5,5,5,1,1,1,1,2,,1,2,,1978,2,2
940639,1,1,,4,4,,,1,1,,,2,,2,,2,,1,1
940643,2,1,,3,3,5,4,1,1,1,1,2,,1,2,,1988,3,2
940663,1,1,,2,2,3,2,2,2,2,2,2,,1,2,,1977,1,4
940685,1,1,,4,5,5,4,1,1,1,1,2,,2,,,1986,3,2
940689,2,1,,5,4,,,1,1,,,1,1,2,,2,,2,3
940724,2,1,,3,3,,,1,1,,,2,,2,,2,,2,1
940738,2,1,,5,3,3,4,1,1,1,1,1,2,2,,,1993,2,4
940743,2,1,,2,2,2,2,1,1,1,1,1,1,2,,,1992,3,4
940791,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1981,2,3
940804,2,1,,5,4,7,7,1,1,1,1,1,1,2,,,1995,2,4
940814,2,1,,3,3,,,1,1,,,2,,2,,2,,2,1
940848,2,1,,4,4,5,4,1,1,1,1,2,,2,,,1975,2,2
940852,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1994,3,3
940884,1,1,,5,5,3,3,1,1,1,1,1,1,2,,,1998,1,4
940932,1,1,,3,3,3,3,1,1,1,1,1,4,1,1,,1994,1,3
940943,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1978,2,2
940957,1,1,,7,7,4,3,1,1,1,1,2,,1,2,,1977,1,2
940958,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1990,2,2
940966,2,1,,5,3,5,4,1,1,1,1,1,1,1,1,,1988,2,3
940978,2,1,,3,3,7,7,1,1,1,1,1,1,2,,,1999,2,4
941062,2,1,,4,4,3,3,1,1,1,1,1,4,2,,,1999,2,5
941084,2,1,,3,3,4,3,1,1,1,1,1,2,2,,,1984,2,4
941120,2,1,,5,5,3,3,1,1,3,3,1,2,2,,,2000,2,5
941124,2,1,,3,4,4,5,1,1,1,1,2,,2,,,2004,3,3
941134,2,1,,5,3,5,4,1,1,1,1,1,2,1,2,,2010,2,3
941156,2,1,,2,2,2,2,1,1,3,3,1,1,2,,,1991,2,2
941168,2,1,,4,4,5,5,1,1,1,1,1,4,2,,,2002,2,4
941239,2,1,,1,1,,,1,1,,,2,,1,3,,,2,1
941244,1,1,,5,4,5,4,1,1,1,1,1,1,2,,,1992,6,3
941278,2,1,,4,4,4,4,1,1,1,1,1,4,2,,,2003,2,4
941305,2,1,,4,4,4,4,1,1,1,1,1,3,2,,,1995,3,4
941308,2,1,,4,4,7,7,1,1,1,1,3,,2,,,2006,2,4
941310,2,1,,5,5,4,4,1,1,1,1,1,3,2,,,2009,2,3
941314,2,1,,3,3,3,3,1,1,1,1,2,,2,,,2000,3,5
941349,2,1,,3,3,,,1,1,,,1,1,2,,2,,2,3
941363,2,1,,5,5,5,5,1,1,1,1,2,,1,3,,1985,2,2
941433,2,1,,5,4,,,1,1,,,2,,2,,2,,2,1
941464,2,1,,4,4,4,5,1,1,1,1,1,3,2,,,2006,6,3
941482,1,1,,5,5,5,5,1,1,1,1,1,3,2,,,2018,3,2
941494,2,1,,4,4,4,3,1,1,1,1,2,,2,,,2004,2,3
941503,2,1,,5,4,4,4,1,1,1,1,1,4,2,,,2011,4,3
941511,2,1,,4,4,,,1,1,,,1,2,2,,2,,2,1
941583,2,1,,4,4,4,4,1,1,1,1,1,4,2,,,2012,1,3
941592,2,1,,4,4,4,3,1,1,1,1,1,4,2,,,2008,2,4
941658,2,1,,3,3,,,1,1,,,2,,1,1,2,,2,1
941661,2,1,,3,4,4,4,1,1,1,1,1,1,1,1,,1987,3,3
941662,2,1,,4,4,5,4,1,1,1,1,1,2,2,,,2010,4,4
941736,2,1,,4,2,5,5,1,1,1,1,1,1,2,,,1984,2,2
941821,2,1,,4,4,4,4,1,1,1,1,1,4,2,,,2013,2,4
941837,2,1,,2,2,2,2,1,1,2,2,2,,2,,,2000,2,4
941848,2,1,,4,4,3,2,1,1,1,1,2,,1,2,,1980,2,2
941874,2,1,,2,2,2,2,2,2,2,2,2,,1,1,,1996,3,5
941893,2,1,,3,3,,,1,1,,,1,1,1,2,2,,2,1
941926,2,1,,4,4,,,2,2,,,1,2,2,,2,,5,1
941928,2,1,,3,2,,,1,1,,,2,,2,,2,,2,2
941932,1,1,,5,5,5,5,1,1,1,3,2,,2,,,1985,3,2
941939,1,1,,5,4,,,1,1,,,2,,1,3,2,,4,1
942001,2,1,,5,4,4,7,1,1,2,2,1,4,2,,,2015,3,3
942011,2,1,,4,4,3,3,1,1,1,1,1,3,2,,,2018,2,2
942020,2,1,,3,3,2,2,1,1,1,1,1,2,2,,,2010,3,4
942053,1,1,,3,2,3,4,1,1,1,1,1,3,2,,,2002,1,3
942056,2,1,,4,4,5,5,1,1,2,2,2,,2,,,2014,2,2
942057,1,1,,5,5,5,5,1,1,2,2,1,4,2,,,2017,3,2
942071,1,1,,3,4,4,3,1,1,1,1,1,4,2,,,2016,1,2
942073,1,1,,4,4,2,3,1,1,1,1,2,,1,1,,1993,2,2
942096,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1979,2,3
942099,1,1,,2,2,3,2,1,1,1,1,1,1,2,,,1988,3,4
942139,2,1,,3,3,3,3,1,1,1,1,2,,1,3,,2000,2,2
942144,2,1,,5,5,,,1,1,,,2,,1,4,2,,2,1
942152,2,1,,4,3,3,3,1,1,1,1,2,,2,,,2015,2,2
942179,1,1,,5,3,,,1,1,,,2,,2,,,,1,1
942182,2,1,,3,3,,,1,1,,,2,,1,1,2,,2,1
942185,1,1,,1,1,1,1,1,1,1,1,1,2,2,,,2013,2,2
942196,1,1,,3,3,,,1,1,,,1,1,2,,2,,3,1
942197,1,1,,2,2,2,2,2,2,2,2,1,3,2,,,1994,1,5
942241,2,1,,2,2,2,2,1,1,1,1,2,,1,3,,1990,3,2
942245,2,1,,3,3,3,3,1,1,1,1,2,,2,,,1981,2,2
942248,2,1,,2,2,2,2,1,1,1,1,2,,1,2,,2012,2,2
942250,2,1,,5,5,5,5,1,1,1,1,1,4,2,,,2012,2,3
942251,1,1,,1,1,,,2,2,,,2,,2,,2,,1,2
942256,1,1,,3,3,,,2,2,,,1,2,2,,2,,2,1
942258,1,1,,1,1,,,1,1,,,2,,1,2,,,1,1
942286,2,1,,4,4,,,1,1,,,1,2,2,,2,,2,1
942293,2,1,,3,1,5,4,1,1,1,1,1,1,2,,,2003,3,4
942301,1,1,,2,1,5,4,1,1,1,1,2,,1,3,,1976,1,2
942302,1,1,,3,3,,,1,1,,,2,,2,,2,,2,1
942306,2,1,,3,3,2,2,1,1,1,1,2,,1,1,,1990,4,3
942316,2,1,,4,3,,,1,1,,,2,,1,2,2,,3,1
942334,2,1,,3,3,7,7,1,1,1,1,1,2,2,,,2005,2,3
942336,2,1,,5,4,3,3,1,1,1,1,1,4,2,,,2018,2,2
942337,2,1,,3,3,4,3,1,1,1,1,1,2,2,,,1996,2,2
942339,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1970,3,2
942340,2,1,,4,3,5,4,1,1,1,1,1,2,1,1,,2019,2,2
942345,1,1,,4,3,3,2,1,1,1,1,2,,1,2,,1976,2,2
942376,2,1,,5,5,,,1,1,,,1,1,1,3,2,,5,1
942381,1,1,,4,4,,,1,1,,,1,1,2,,2,,5,1
942387,1,1,,5,5,4,3,1,1,1,1,2,,1,2,,1976,2,2
942392,2,1,,4,5,4,4,1,1,1,1,2,,2,,,1987,3,2
942403,1,1,,5,4,7,7,1,1,1,1,2,,1,2,,1983,3,2
942406,1,1,,5,5,,,1,1,,,1,2,2,,2,,3,1
942408,2,1,,5,5,4,4,1,1,1,1,1,4,2,,,2007,2,4
942411,1,1,,2,1,1,1,1,1,1,1,2,,1,3,,1956,2,2
942417,1,1,,4,3,4,5,1,1,1,1,2,,1,3,,1981,3,3
942428,1,1,,4,3,4,3,1,1,1,1,2,,1,2,,1986,3,2
942430,2,1,,4,4,4,4,1,1,1,1,1,2,2,,,1990,2,4
942452,2,1,,5,5,3,3,1,1,1,1,1,4,2,,,2013,6,3
942505,1,1,,1,1,,,1,1,,,2,,1,2,,,1,1
942513,1,1,,2,2,2,2,1,1,1,1,1,2,1,1,,2011,1,3
942514,1,1,,3,3,,,1,1,,,2,,2,,2,,1,3
942522,1,1,,2,2,2,2,1,1,1,1,1,4,2,,,2002,2,5
942527,2,1,,2,2,2,2,1,1,1,1,2,,2,,,2001,2,6
942528,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1998,2,5
942529,1,1,,2,2,2,2,2,2,2,2,2,,2,,,2006,1,2
942531,1,1,,2,2,2,2,1,1,1,1,2,,2,,,2015,2,4
942537,1,1,,1,1,,,1,1,,,2,,2,,2,,2,1
942553,2,1,,1,1,,,1,1,,,2,,1,5,,,2,1
942559,2,1,,2,2,,,2,2,,,2,,2,,2,,2,1
942565,2,1,,3,3,,,1,1,,,,,2,,2,,2,4
942583,1,1,,3,2,,,1,1,,,2,,1,2,2,,2,1
942614,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1986,1,6
942619,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1972,1,2
942655,2,1,,5,5,,,1,1,,,,,2,,2,,2,3
942662,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1982,2,3
942663,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1979,1,4
942669,2,1,,2,2,,,1,1,,,2,,1,2,,,2,1
942692,2,1,,2,2,,,1,1,,,2,,1,3,,,3,1
942696,2,1,,2,2,,,1,1,,,1,1,2,,2,,3,3
942707,1,1,,2,2,,,1,1,,,2,,2,,2,,2,2
942712,2,1,,1,2,2,2,1,1,1,1,2,,2,,,1985,2,4
942716,1,1,,4,5,,,1,1,,,2,,2,,2,,1,1
942747,2,1,,5,5,5,5,1,1,1,1,2,,2,,,1990,2,3
942772,2,1,,1,1,,,1,1,,,2,,1,2,,,2,1
942808,1,1,,2,2,,,1,1,,,1,2,2,,2,,3,3
942815,2,1,,3,4,,,1,1,,,1,1,1,2,2,,2,3
942839,1,1,,1,1,1,1,1,1,1,1,2,,2,,,2009,1,6
942855,2,1,,2,2,,,1,1,,,2,,1,2,2,,3,2
942866,2,1,,4,4,,,1,1,,,2,,1,2,,,2,1
942871,2,1,,1,1,,,1,1,,,2,,1,4,,,2,1
942873,2,1,,4,3,,,1,1,,,2,,1,1,,,2,2
942893,2,1,,2,2,5,5,1,1,1,1,2,,1,2,,1972,2,2
942896,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1973,1,2
942903,1,1,,1,1,,,1,1,,,2,,1,1,,,1,1
942907,1,1,,2,2,,,1,1,,,2,,1,2,2,,1,1
942918,2,1,,3,3,4,4,1,1,1,1,2,,1,1,,1974,2,2
942942,2,1,,5,4,,,1,1,,,2,,1,2,2,,2,1
942943,2,1,,2,2,1,1,1,1,1,1,2,,1,2,,1976,2,2
942951,2,1,,4,4,4,4,1,1,1,1,2,,1,2,,1977,2,2
942961,1,1,,2,1,2,2,1,1,1,1,1,1,1,1,,1977,2,2
942969,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1980,1,2
942981,2,1,,2,2,2,2,1,1,1,1,2,,1,2,,1980,2,2
943000,2,1,,3,3,3,3,1,1,1,1,2,,2,,,1987,4,2
943006,2,1,,5,4,5,4,1,1,1,1,2,,1,2,,1981,2,2
943007,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1985,1,3
943013,2,1,,1,1,,,1,1,,,2,,1,2,2,,2,1
943020,2,1,,3,3,4,3,1,1,1,1,2,,2,,,1993,2,3
943026,2,1,,2,1,2,2,1,1,1,1,2,,2,,,1982,2,4
943040,1,1,,2,2,3,4,1,1,1,1,1,2,1,2,,1983,1,2
943095,2,1,,2,2,,,1,1,,,2,,2,,2,,2,1
943106,2,1,,5,3,,,1,1,,,2,,1,1,2,,2,1
943120,2,1,,4,2,,,1,1,,,2,,1,1,2,,2,1
943121,2,1,,5,4,4,4,1,1,1,1,2,,2,,,1987,2,4
943157,2,1,,5,4,,,1,1,,,2,,2,,2,,3,1
943211,2,1,,2,2,3,2,1,1,1,1,1,2,2,,,1995,2,5
943226,2,1,,5,5,5,5,1,1,1,1,2,,2,,,1993,3,5
943241,1,1,,2,2,3,3,1,1,1,1,1,4,2,,,2018,2,3
943280,2,1,,2,2,,,1,1,,,1,2,2,,2,,3,3
943283,2,1,,5,5,4,4,1,1,1,1,2,,2,,,2005,2,5
943284,2,1,,4,4,,,1,1,,,2,,2,,2,,2,1
943302,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,2000,2,5
943328,2,1,,3,6,3,3,1,1,1,1,1,1,2,,,1978,4,4
943367,1,1,,1,1,,,1,1,,,2,,2,,2,,1,1
943387,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2005,2,4
943390,2,1,,2,2,,,1,1,,,2,,1,1,,,2,1
943453,2,1,,3,3,,,1,1,,,1,2,2,,2,,2,3
943471,1,1,,1,1,,,2,2,,,1,1,2,,2,,1,3
943496,2,1,,2,2,3,2,1,1,1,1,1,3,2,,,2009,2,4
943513,2,1,,3,3,,,1,1,,,1,1,2,,2,,2,5
943517,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2015,3,3
943525,2,1,,7,7,7,7,1,1,3,3,3,,2,,,2010,4,3
943526,2,1,,3,2,2,2,1,1,1,1,1,4,2,,,2013,2,4
943577,1,1,,4,4,5,5,1,1,1,1,1,3,2,,,2007,1,4
943616,1,1,,2,2,2,2,1,1,1,1,2,,2,,,2020,2,2
943618,2,1,,3,3,3,3,1,1,1,1,2,,2,,,1988,2,3
943620,1,1,,3,3,,,1,1,,,1,2,1,1,2,,2,3
943623,2,1,,3,3,3,3,1,1,1,1,1,1,2,,,2005,2,3
943625,2,1,,3,3,,,1,1,,,1,2,2,,2,,2,1
943626,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,2009,2,5
943629,2,1,,3,3,3,3,1,1,1,1,2,,1,2,,1977,2,2
943632,1,1,,3,3,3,3,1,1,1,1,2,,1,2,,1981,4,2
943634,2,1,,3,3,3,3,1,1,1,1,2,,2,,,1976,2,4
943638,2,1,,3,3,,,1,1,,,2,,1,3,2,,2,1
943645,2,1,,3,3,,,1,1,,,2,,2,,2,,2,2
943653,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,2012,3,5
943657,1,1,,2,2,2,2,1,1,1,1,1,4,2,,,2017,1,3
943694,2,1,,4,4,,,2,1,,,1,1,2,,2,,4,2
943739,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,1992,2,3
943780,2,1,,2,2,,,1,1,,,2,,1,2,,,2,1
943791,2,1,,3,3,3,3,1,1,1,1,2,,1,2,,1977,2,2
943851,1,1,,2,2,,,1,1,,,2,,2,,2,,1,1
943858,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,2011,2,2
943860,1,1,,2,2,2,2,1,1,1,1,1,3,2,,,2010,3,5
943863,1,1,,2,2,2,2,2,2,2,2,2,,1,1,,1981,1,2
943881,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1979,1,3
943901,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,,2011,1,2
943909,1,1,,1,1,,,1,1,,,2,,1,3,,,3,1
943955,2,1,,3,2,4,4,1,1,1,1,2,,1,1,,1985,3,2
943973,2,1,,3,3,7,7,1,1,1,1,2,,1,1,,1973,3,3
943974,2,1,,4,4,4,4,1,1,1,1,2,,2,,,2005,5,3
943975,2,1,,5,4,4,4,1,1,1,1,2,,2,,,2001,3,4
943996,2,1,,5,5,5,5,1,1,1,1,1,4,2,,,2014,2,3
944009,2,1,,3,3,,,1,1,,,2,,1,1,,,2,1
944012,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1977,2,2
944016,1,1,,1,1,1,1,1,1,1,1,2,,1,2,,1980,1,3
944020,1,1,,3,2,3,2,1,1,1,1,2,,1,1,,1976,3,3
944036,1,1,,1,2,2,2,1,1,1,1,1,2,2,,,1991,2,4
944039,1,1,,1,1,2,1,1,1,1,1,1,1,1,2,,1973,1,2
944047,1,1,,2,2,7,7,1,1,1,1,1,4,2,,,1999,1,3
944062,1,1,,3,3,3,2,1,1,1,1,1,4,2,,,2016,2,3
944066,1,1,,2,2,2,2,1,1,1,1,1,4,2,,,2013,1,4
944067,2,1,,2,2,,,1,1,,,2,,1,2,2,,2,1
944081,1,1,,3,3,3,3,1,1,1,1,1,1,2,,,1991,3,4
944083,1,1,,2,2,,,1,1,,,1,1,2,,,,4,1
944089,2,1,,1,1,,,2,2,,,1,2,2,,2,,2,2
944099,2,1,,4,4,5,4,1,1,1,1,1,1,2,,,1978,2,2
944102,1,1,,2,2,2,3,1,1,1,1,1,1,1,2,,1983,2,2
944105,2,1,,2,2,4,3,1,1,1,1,1,2,2,,,1989,3,4
944107,1,1,,5,3,,,1,1,,,2,,1,1,2,,1,1
944108,1,1,,5,5,4,4,1,1,1,1,2,,1,1,,1986,2,2
944121,2,1,,4,4,3,3,1,1,1,1,2,,1,1,,2003,3,2
944129,1,1,,3,3,,,1,1,,,2,,1,2,2,,2,1
944131,2,1,,2,3,2,2,1,1,1,1,1,1,2,,,1992,5,4
944136,1,1,,3,1,1,1,1,1,1,1,1,1,2,,,1995,4,4
944142,2,1,,4,3,3,3,1,1,1,1,1,4,2,,,2011,2,4
944145,1,1,,4,3,,,1,1,,,1,2,1,1,2,,2,2
944148,1,1,,2,2,,,1,1,,,2,,2,,2,,3,2
944155,1,1,,1,1,,,1,1,,,2,,1,1,,,1,1
944156,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1989,2,2
944158,1,1,,1,1,,,1,1,,,2,,2,,2,,1,1
